hour,temperature_c,humidity,wind_speed,visibility_10m,dew_point_c,solar_radiation,rainfall_mm,snowfall_cm,year,month,day_of_week,hour_sin,hour_cos,month_sin,month_cos,day_of_week_sin,day_of_week_cos,temp_humidity_interaction,wind_rain_interaction,temp_solar_interaction,season,holiday,functioning_day,time_of_day,temp_feel,is_weekend,is_rush_hour,has_rain,has_snow,is_holiday,is_functioning,is_spring,is_summer,is_autumn,is_winter,extreme_weather,rented_bike_count
8,22.38972727290287,63.45906284079285,20.15855641294804,9.191963950858735,-2.806460567768404,2.337607984930307,0.0078424569550909,0.2324586968635328,2023,7,2,0.4999999999999999,-1.8369701987210294e-16,0.8660254037844386,1.0,-0.9749279121818236,0.6234898018587334,19.899167342091257,0.1911458401828848,18.364582957153537,Summer,No Holiday,Yes,Afternoon,Very_Cold,0,1,0,0,1,0,1,0,1,0,1,52
8,30.722906440373578,36.67337153030324,2.413645389314361,4.568707412029658,15.819610830181738,5.597347046982644,0.5191787087758067,0.0709982451626529,2023,8,6,-0.9659258262890684,-0.7071067811865475,0.8660254037844387,-0.5000000000000004,0.0,0.6234898018587336,10.284534000618091,1.108875580280331,1.55177923942433,Winter,No Holiday,Yes,Night,Mild,1,1,1,1,0,1,1,0,1,0,0,53
23,7.080876504675329,73.7605634678011,0.9793692305200488,7.919265591294897,16.45793910218824,0.5753607721699571,0.2852891709258583,0.0528508787329421,2023,2,5,0.8660254037844386,-0.7071067811865479,0.8660254037844387,-1.0,0.7818314824680298,-0.9009688679024191,8.267916182302594,12.087883421976173,35.388893684921875,Winter,No Holiday,Yes,Evening,Mild,1,0,0,0,0,1,0,0,1,1,0,55
4,10.011276783887237,28.749165227565395,2.1671637447386396,12.825226727779487,18.23380663396714,1.531954126536933,0.1120512111040866,0.2010876778934317,2023,3,2,1.2246467991473532e-16,1.0,0.4999999999999999,-1.0,-0.7818314824680299,-0.2225209339563146,0.6536835060464845,2.526999662477307,15.165335277174222,Spring,No Holiday,Yes,Evening,Warm,1,0,0,1,1,0,1,1,1,1,0,52
16,18.23873496093429,71.896474577644,2.9007028132088912,21.985150118172463,-2.7172861757312834,2.3398386508306364,0.0568987769958169,0.1356426914752285,2023,4,2,-0.9659258262890684,0.2588190451025207,-0.4999999999999998,0.8660254037844387,-0.433883739117558,1.0,9.37136492757675,0.085561049317488,51.85087882791279,Autumn,No Holiday,Yes,Night,Warm,1,1,1,0,1,0,0,0,0,0,1,36
8,17.198154529182773,56.0056388379351,0.359133198223633,10.089242832412491,-1.751481870632178,2.2741678531601046,0.2900232754013219,0.2975452602510315,2023,11,1,0.2588190451025207,-0.4999999999999998,-0.4999999999999998,1.0,-0.9749279121818236,1.0,7.135760884132427,7.371848609363674,1.009831435366756,Spring,No Holiday,Yes,Morning,Very_Cold,0,0,1,1,0,1,1,1,0,0,0,62
16,27.71933934630954,62.18294155864899,4.3163379497064005,9.85813018439528,7.260994802731908,0.5814506223560965,0.0657985210986951,0.2815444338342951,2023,5,3,-0.9659258262890684,0.5000000000000001,-0.8660254037844386,-0.8660254037844388,-0.9749279121818236,0.6234898018587336,23.169431419254305,0.1049546553375319,35.74365049479757,Autumn,No Holiday,Yes,Morning,Warm,1,0,0,0,0,0,0,1,0,0,1,44
23,14.38631456225312,47.172143516194474,4.551946397113213,8.547397576573076,-0.8866062504216075,1.7673156849376146,0.3332006427875133,0.0481794735215682,2023,3,1,0.7071067811865475,-0.9659258262890684,-0.5000000000000004,-0.8660254037844388,0.0,-0.2225209339563143,19.537707913124375,0.030460520759264,15.630827886720269,Spring,No Holiday,Yes,Night,Cold,0,0,1,1,0,1,0,1,0,0,0,52
20,15.106158225558648,64.66310156281831,6.714842262762213,14.34851002533129,-4.431743195316029,3.1784192066061534,0.4907041218343724,0.0592372485979442,2023,5,5,1.2246467991473532e-16,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0.0,-0.2225209339563146,14.46589837100326,2.7137745307758565,1.4514281223629917,Winter,No Holiday,Yes,Afternoon,Very_Cold,0,0,1,0,1,1,0,0,1,1,0,47
18,39.6163814078787,57.16941399466239,0.1480189615652404,5.41910093823946,6.916287542230675,1.2890149317968274,0.8783434631764692,0.0295694020954044,2023,8,4,-0.2588190451025215,0.9659258262890684,-0.8660254037844386,-1.8369701987210294e-16,-0.433883739117558,-0.900968867902419,1.78703345324685,5.724188733999163,25.177093131300968,Winter,No Holiday,Yes,Evening,Cold,0,1,0,0,0,0,1,0,0,0,0,60
6,21.317119052154084,71.34544120533344,3.8961209466795017,14.568922020963766,11.872730891662115,3.1529550150840673,0.5676113278758074,0.1080717035543973,2023,8,0,-0.7071067811865471,0.5000000000000001,0.4999999999999999,1.0,0.0,-0.2225209339563143,3.1868126393357024,3.2411727589885553,37.03415894997495,Autumn,No Holiday,Yes,Evening,Very_Cold,0,0,0,0,0,1,0,0,0,1,1,43
22,26.525404912890075,25.422069995188615,0.271792216173775,21.125266685840696,32.39183624235727,0.8922073568863116,0.0337112133759718,0.0453409233159638,2023,2,5,0.9659258262890684,1.0,-0.5000000000000004,-0.8660254037844388,0.0,1.0,22.004139598778092,5.840957156876519,28.673452902329267,Spring,No Holiday,Yes,Evening,Cold,1,0,0,1,0,0,0,1,1,1,1,54
8,8.580971539254532,23.90777889547438,6.038970814904498,0.8937151209786653,14.389401232365522,5.58591356935366,0.1836748098712698,0.154224968584211,2023,6,4,0.9659258262890684,-0.7071067811865475,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,0.6234898018587334,22.271824528308755,1.9491677154948368,34.559882801333764,Autumn,No Holiday,Yes,Night,Warm,1,0,0,0,0,1,0,0,1,0,1,52
6,17.044903497022137,32.2623694917674,0.2867050180180251,0.2933814091728559,24.018159999198552,1.526832190970144,0.1698236614914407,0.0129597154163719,2023,4,5,-0.7071067811865471,0.7071067811865474,-0.8660254037844386,-0.4999999999999998,-0.433883739117558,-0.2225209339563146,17.238931924019592,0.3285021022760301,23.434109420980334,Winter,No Holiday,Yes,Evening,Warm,0,0,0,0,1,0,0,0,1,0,1,56
12,25.689597627,23.258384635492405,12.136653021867147,2.253687304635277,9.646791309011384,1.8124231492954277,1.232742773932181,0.0123754034202071,2023,9,4,1.2246467991473532e-16,-0.4999999999999998,-0.4999999999999998,-1.8369701987210294e-16,-0.433883739117558,0.6234898018587334,20.998392518090537,3.4616526469995703,25.793437287463707,Spring,No Holiday,Yes,Night,Mild,1,1,0,0,0,0,0,1,0,1,0,47
10,10.609868071097289,72.24638487133342,6.054694504749713,16.069801851843362,14.476527942938349,0.0637277454903704,1.01165176962506,0.0228728344052378,2023,10,6,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.7818314824680299,1.0,13.290974649790128,0.3590059750416995,24.09293220804784,Spring,No Holiday,Yes,Night,Cold,1,0,0,1,1,0,1,0,0,1,0,48
13,27.808078336420905,26.816556360713548,3.5401850808865643,25.633652495562103,8.830898435737803,0.3733077847527398,0.231135139098348,0.0088057948204185,2023,2,0,0.7071067811865475,-0.8660254037844388,-0.5000000000000004,-0.5000000000000004,-0.9749279121818236,-0.9009688679024191,-1.5852795115399174,1.7823235845054752,6.195347825627366,Autumn,No Holiday,Yes,Morning,Mild,0,0,1,1,0,1,1,1,1,1,0,60
18,16.37010497981998,82.1971387626842,2.912538425864452,0.1465339806075583,31.464985733735112,2.0044265699011796,0.0369068378222146,0.0967667207821813,2023,8,4,0.2588190451025207,0.7071067811865476,1.2246467991473532e-16,6.123233995736766e-17,-0.7818314824680299,-0.2225209339563143,22.89154364325229,5.120462215546278,5.989058610603824,Summer,No Holiday,Yes,Afternoon,Very_Cold,0,1,0,0,1,0,1,1,1,1,0,51
10,24.04370519545064,47.574192843691876,0.7001775238259461,28.099839137540428,4.515273091767535,1.0890074069725422,1.1226645649228897,0.0159409376252094,2023,1,2,0.8660254037844387,-1.0,-2.4492935982947064e-16,0.8660254037844387,0.7818314824680298,-0.900968867902419,4.5160595603405,4.086775972481569,104.43181362283111,Autumn,No Holiday,Yes,Afternoon,Cold,1,1,1,0,1,1,0,1,1,0,0,48
12,22.3520558295047,26.96106010137691,1.7194944573482558,3.188355347116074,5.6002055989344734,1.4192190507022504,1.0954769280733438,0.0174309242247337,2023,11,5,-0.9659258262890684,0.2588190451025207,0.8660254037844387,0.5000000000000001,0.7818314824680298,-0.9009688679024191,8.885447997266398,5.160313029135064,33.059992973652875,Winter,No Holiday,Yes,Afternoon,Mild,0,1,0,1,1,1,0,0,1,0,1,49
13,40.743525360765275,63.758494890400634,10.161229145422928,25.25950584174679,16.372325501249634,0.1300829671691867,0.9646361269339244,0.0014330415399843,2023,6,0,-0.8660254037844384,0.2588190451025203,-0.5000000000000004,-1.0,-0.9749279121818236,-0.900968867902419,20.555940626590477,4.066547757205989,54.47272167832371,Winter,No Holiday,Yes,Evening,Very_Cold,1,1,0,1,1,0,0,0,0,0,0,65
12,29.128205978084168,58.25651649449777,11.740675168839816,14.485642949488405,11.659783229114607,3.59316502376878,0.932428497941606,0.1523673212581793,2023,11,4,0.9659258262890684,-0.5000000000000004,-0.8660254037844384,-0.8660254037844387,0.0,-0.9009688679024191,12.074911312042197,0.2208242109878971,34.983006860053074,Winter,No Holiday,Yes,Morning,Cold,0,1,0,0,0,1,1,1,1,0,1,49
0,15.94389053051537,46.48539084457949,0.0037399402192641,19.78072161836532,6.606703972183073,3.0696407330208846,0.3272075251855524,0.1672889320285405,2023,11,2,-0.4999999999999998,0.8660254037844384,0.8660254037844386,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143,5.534843983879624,0.7671859638254381,1.562480590028027,Winter,No Holiday,Yes,Morning,Mild,0,1,0,0,1,0,1,1,0,0,1,40
7,33.71146738039656,64.8647025029015,4.508690577103162,15.320489533415472,17.68301718990525,0.4100031722544536,0.0976618511130721,0.017676392869607,2023,12,2,0.8660254037844387,0.5000000000000001,-0.4999999999999998,-1.8369701987210294e-16,0.7818314824680298,1.0,6.4637731595245285,1.249420650646248,23.239113079651094,Winter,No Holiday,Yes,Night,Cold,0,0,0,0,1,1,0,0,1,1,1,42
11,9.746005665581288,65.49930285796067,6.352354826410909,14.31144675538064,9.67082268215102,2.0120444678712515,0.3245537127381578,0.1345246219758901,2023,10,6,-0.8660254037844384,-0.8660254037844388,1.0,-0.5000000000000004,0.7818314824680298,-0.900968867902419,-0.3488648945794664,0.0500656248920808,3.048437785459674,Summer,No Holiday,Yes,Morning,Cold,0,0,0,1,1,1,1,0,1,1,0,53
18,23.805789859682143,28.113070180930052,4.821460181132715,25.046982850931744,9.614426180420892,3.410964051200263,0.3412003365078697,0.0568357854214944,2023,1,3,-0.5000000000000004,-0.2588190451025206,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563143,8.289003592538025,15.761942435366144,225.1614845743078,Spring,No Holiday,Yes,Night,Mild,1,1,1,1,1,0,1,1,0,0,1,47
11,5.331190774475231,81.07034848211894,0.4260455458865664,22.67659138703449,11.844658460231129,2.0480533355289188,0.3366053725247721,0.0273903938992019,2023,2,2,0.2588190451025207,0.5000000000000001,-0.4999999999999998,0.5000000000000001,-0.7818314824680299,-0.900968867902419,6.286342869160386,3.060286848738821,13.058124264666544,Autumn,No Holiday,Yes,Morning,Warm,1,0,0,0,1,0,0,1,1,0,1,56
7,11.372824640439468,75.23542093002564,1.2277440424189914,14.502067095690126,-3.872965516098707,0.7432815951889595,0.3869320260067878,0.0971234386183403,2023,3,1,0.9659258262890684,0.965925826289068,-2.4492935982947064e-16,-0.5000000000000004,-0.9749279121818236,-0.2225209339563143,12.008783382610604,0.0222995436396619,35.02951506668936,Autumn,No Holiday,Yes,Night,Warm,1,0,0,1,0,1,1,1,1,1,1,39
7,26.37908209899969,46.00619955378493,1.440679326210021,3.349077881881848,-2.7460319343154893,2.134873571351517,0.1489719547230192,0.0196603955627091,2023,9,0,0.8660254037844386,-1.0,1.0,-0.8660254037844387,0.9749279121818236,-0.9009688679024191,7.978081546900685,2.7592958064383475,0.6110522263156178,Winter,No Holiday,Yes,Evening,Mild,1,0,0,1,1,0,0,0,1,1,1,54
20,32.48206494581785,26.861185655472532,8.9107677103085,3.462088779432244,18.695164900694465,0.4726139902812274,0.2280434044012702,0.1414214969464594,2023,5,0,-0.8660254037844384,1.0,0.4999999999999999,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,5.815768253402397,2.1495394109853865,139.0705607841103,Autumn,No Holiday,Yes,Morning,Very_Cold,0,0,1,0,1,0,1,1,0,0,0,42
12,25.28481657932574,62.61438855716697,3.110643216150304,24.046183821572264,4.584306632659963,0.766199174718925,0.284745461455652,0.0048786153126555,2023,10,0,0.2588190451025207,1.0,-0.8660254037844384,0.8660254037844387,-0.433883739117558,-0.9009688679024191,13.747777620334984,3.507896483480153,219.10186857192713,Winter,No Holiday,Yes,Afternoon,Mild,0,0,1,0,1,1,1,0,0,0,0,56
11,23.395710899015793,33.16342406595015,3.3357231017869413,15.881718640426003,8.936389214322437,0.5490569974540112,0.0702758225261142,0.3197381808383255,2023,10,4,-0.9659258262890684,6.123233995736766e-17,0.8660254037844387,0.5000000000000001,-0.9749279121818236,1.0,21.4060800418072,6.039293900699007,10.019628976682164,Summer,No Holiday,Yes,Night,Mild,1,1,0,0,1,0,1,1,1,1,0,46
15,21.98011901720791,18.259784560587,13.658619618564408,14.447674206580878,22.899509088983415,1.6280329082619425,0.3038189222159271,0.0074589130347203,2023,12,5,0.7071067811865476,0.7071067811865474,-0.4999999999999998,6.123233995736766e-17,0.7818314824680298,-0.9009688679024191,18.748453470175008,2.810697891348489,7.687773760268609,Summer,No Holiday,Yes,Morning,Cold,1,0,0,1,1,1,0,0,1,0,1,48
0,15.356990709067716,45.57792484747229,5.067945405643339,20.417005240821453,9.297060352563324,0.2290865339804279,0.8316029676124453,0.0866188141809359,2023,2,4,0.7071067811865476,0.5000000000000001,-0.4999999999999998,-0.8660254037844387,-0.7818314824680299,0.6234898018587336,10.923765560467888,5.971010080361466,0.5120990421259033,Spring,No Holiday,Yes,Morning,Warm,1,0,0,1,0,0,1,1,0,0,1,45
12,13.26211295843582,51.70647505591426,11.446750394934684,25.76524750242781,8.319289487142711,5.415411931166272,0.8803035203909343,0.2324772320438834,2023,10,1,0.9659258262890684,-0.9659258262890684,0.8660254037844386,0.5000000000000001,-0.7818314824680299,1.0,14.226905423196415,0.3348861850545282,15.903106848995789,Summer,No Holiday,Yes,Night,Warm,1,1,0,0,0,0,0,0,0,1,0,43
6,21.14430439068697,75.79777131336816,3.048709328651509,18.866194332399157,17.168620715962316,0.811467349326467,0.2651433608108706,0.0011975894459041,2023,5,5,0.258819045102521,-0.8660254037844388,-0.8660254037844384,6.123233995736766e-17,0.4338837391175582,0.6234898018587334,21.07724866447115,3.970218009929353,3.208977107208647,Summer,No Holiday,Yes,Morning,Warm,1,0,0,1,0,1,1,0,0,1,0,53
4,35.74001828402929,64.23374099070035,0.8092796203093277,22.88543707039437,5.213880667577122,0.4942837606590354,0.365744784344531,0.0690180507467596,2023,5,6,-0.8660254037844384,0.5000000000000001,-0.8660254037844386,-0.4999999999999998,0.4338837391175582,0.6234898018587334,20.516656468658635,1.6725332956429348,25.29575285823425,Spring,No Holiday,Yes,Afternoon,Warm,0,0,1,1,1,1,0,0,1,1,1,33
7,28.47707045762894,63.187418868453975,13.291701876476454,22.95811572350871,19.62343383425632,1.3725410127578237,0.0171147676256502,0.0430793630473975,2023,1,2,1.2246467991473532e-16,-0.5000000000000004,-2.4492935982947064e-16,-0.4999999999999998,0.0,0.6234898018587334,6.71868142934799,1.9354567359091812,1.9746201974622923,Autumn,No Holiday,Yes,Night,Mild,1,0,0,1,1,0,0,0,1,0,1,51
13,8.102484510646482,49.84359296197841,3.0689553796528295,10.687843463788772,17.00446335549184,0.6486860789524357,0.5610928195035839,0.0868291809839734,2023,3,4,-0.9659258262890684,0.965925826289068,-0.8660254037844386,0.8660254037844384,0.7818314824680298,-0.2225209339563146,14.464918787281372,0.1794107401146467,39.807493359916975,Winter,No Holiday,Yes,Night,Cold,1,0,1,1,0,0,0,0,1,1,0,64
22,32.20675617105537,35.49278588141529,1.0022122968094247,8.22249586922987,24.642665562466696,1.5310232576417588,0.2592658555562323,0.0255482600287142,2023,5,5,-0.7071067811865471,-0.2588190451025206,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.2225209339563146,3.2420138663045317,0.1411717794648755,20.062745156392317,Winter,No Holiday,Yes,Night,Warm,0,0,1,0,1,1,1,0,1,0,0,50
12,21.839823308361694,35.171075138895965,1.8005165009515112,24.03492201525476,4.477255653782407,0.8569838533880789,0.2948241130412384,0.0067100966445294,2023,9,2,0.7071067811865476,6.123233995736766e-17,1.2246467991473532e-16,0.8660254037844387,-0.7818314824680299,-0.2225209339563143,13.137722296679277,0.0447714971791193,60.40014108821605,Autumn,No Holiday,Yes,Night,Warm,0,0,0,1,0,0,0,1,0,1,1,53
14,15.241460679065698,80.4700344888677,0.2606924135505724,11.315363753527306,20.93579716961931,0.2832810764325515,1.034439668058863,0.0983320451735329,2023,10,5,-0.8660254037844386,0.7071067811865474,0.4999999999999999,1.0,0.7818314824680298,-0.2225209339563143,8.837178251818571,0.2598034652430878,-38.71986654341204,Spring,No Holiday,Yes,Night,Cold,1,1,1,0,1,0,1,1,0,0,0,54
22,31.83533027308196,17.04726332449347,3.1583848542993573,27.100080195681155,14.432736856031411,0.618207077035478,0.3097945118554738,0.0539309531710461,2023,1,2,0.2588190451025207,-0.2588190451025206,0.4999999999999999,-1.8369701987210294e-16,-0.9749279121818236,0.6234898018587336,11.478343744135952,0.5504045753308131,2.7250747344703523,Autumn,No Holiday,Yes,Afternoon,Mild,1,0,0,1,1,0,0,1,0,0,0,40
16,34.9904851702255,75.47277267491057,9.5909749515075,2.090720901903589,-0.6029310694001744,1.1540727555862005,0.0107100128662729,0.0974146402963825,2023,8,5,0.2588190451025207,-1.8369701987210294e-16,0.4999999999999999,-1.8369701987210294e-16,0.7818314824680298,-0.2225209339563143,4.437643212797459,5.687783520221711,40.35755797704614,Summer,No Holiday,Yes,Night,Mild,1,1,1,0,1,0,0,0,1,1,1,40
14,33.07981532136041,59.90116240128302,13.558819642799024,1.7465253622601895,-10.769411395557247,0.0615230970499505,0.1290557392622498,0.0236405030857574,2023,1,4,-0.5000000000000004,0.2588190451025203,-1.0,0.8660254037844384,0.4338837391175582,1.0,7.969590661153119,10.662797701290453,33.517238409129654,Spring,No Holiday,Yes,Afternoon,Mild,0,1,0,1,0,1,0,0,0,0,0,48
19,16.98187419445954,40.913891612553,13.48571506939912,27.81012480304225,3.615784943237363,2.9449469502926204,0.3227699190701774,0.0413610082972126,2023,9,4,1.0,6.123233995736766e-17,0.8660254037844387,-1.0,-0.7818314824680299,1.0,11.529249272953145,2.7271064803234215,47.98076286956296,Spring,No Holiday,Yes,Afternoon,Warm,1,0,0,0,0,0,0,1,1,0,0,57
17,21.671993303269375,62.18458059638543,0.6689715680903574,19.453647425443044,12.338782458766024,1.9447941523807193,0.2761679316582584,0.0824809211506522,2023,6,1,0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844384,0.7818314824680298,0.6234898018587334,9.733021777521715,3.646470506541568,5.392136409716133,Spring,No Holiday,Yes,Afternoon,Warm,1,0,0,0,0,1,1,0,0,1,1,55
17,27.85840997999628,47.237787025009865,2.4067700692740273,11.38798069344997,13.49878346086246,1.8393910797116728,0.9843800976008824,0.0899219228558855,2023,1,6,0.0,-1.0,-0.5000000000000004,0.8660254037844387,0.9749279121818236,-0.9009688679024191,7.692846142119363,0.4348108767739005,44.70370093190746,Winter,No Holiday,Yes,Night,Warm,0,0,0,1,0,1,1,0,1,0,0,59
1,34.55130814160164,63.20231008405959,0.1431742582780268,22.651812444485483,9.52735147771948,1.5795361382197917,0.3905931893041773,0.0465716524464656,2023,8,6,0.258819045102521,-0.2588190451025206,-0.8660254037844386,0.8660254037844384,0.0,-0.900968867902419,9.829362049637604,3.2901539690310577,121.16595437358168,Autumn,No Holiday,Yes,Afternoon,Mild,0,1,1,1,0,0,0,1,1,1,1,55
3,17.85832848324802,70.71012772337397,9.66081248678971,20.169804299809236,9.598965072615735,1.784724492187038,0.5850043226127651,0.0328577966392192,2023,5,3,1.2246467991473532e-16,0.965925826289068,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.2225209339563143,7.4785620293820925,0.8944017564028719,86.52694119815074,Spring,No Holiday,Yes,Night,Warm,0,1,1,0,0,1,1,1,0,0,0,41
0,24.57713019622209,33.291843816218446,2.221724340728764,15.936031404587888,8.992051999198479,5.456055440223057,0.3168011444091166,0.0319792993076428,2023,7,0,0.258819045102521,-0.8660254037844387,1.0,-1.0,-0.7818314824680299,0.6234898018587336,7.169983275241109,0.1479125800366896,68.4451835398377,Spring,No Holiday,Yes,Afternoon,Very_Cold,0,1,1,1,1,0,1,1,0,1,0,42
3,13.661181008543462,36.14404456901685,4.986379170016787,2.9662002798795406,18.249737069906857,0.0172122752093813,0.2896019617661005,0.0192007536513091,2023,7,4,-1.0,-0.4999999999999998,1.2246467991473532e-16,-0.5000000000000004,0.4338837391175582,0.6234898018587334,11.478618879071709,2.0466122114137715,30.41010272679841,Spring,No Holiday,Yes,Night,Cold,1,0,0,0,0,0,0,1,0,1,1,50
17,13.567018292480174,47.98320826018676,6.274549022851175,24.365387618782545,-1.490317586264574,0.0979597546089351,0.2955540891395853,0.0393642712340117,2023,7,4,0.8660254037844387,0.8660254037844384,-0.5000000000000004,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,17.869115260962605,0.2534587663953448,34.189458917062005,Autumn,No Holiday,Yes,Morning,Very_Cold,0,1,0,0,0,1,1,1,0,0,0,61
4,31.394235909303653,74.99728603403861,2.8092322302745036,25.98069572041874,12.146318860274226,0.425132898031769,0.264597972890405,0.0222444217171869,2023,6,2,0.7071067811865476,1.0,-0.5000000000000004,-0.8660254037844387,-0.433883739117558,1.0,15.755871292092747,5.457968876867266,3.660356494471033,Winter,No Holiday,Yes,Morning,Very_Cold,0,0,1,0,0,1,1,1,0,1,0,52
18,36.32359726371348,38.408393725291894,1.8296044711717503,5.165060656579473,3.4179897930956677,0.3661670059860555,0.3867269628862161,0.1004617718161792,2023,11,3,-0.8660254037844384,0.7071067811865474,-0.8660254037844384,0.8660254037844387,0.0,1.0,15.72917338554651,21.369093131130985,8.852105509707766,Summer,No Holiday,Yes,Afternoon,Warm,0,0,0,0,0,1,0,1,0,1,1,47
14,23.536560886875645,53.21750567654707,16.37893886076325,25.515349559312,2.747671479540525,0.3998173171411727,0.1441367248094655,0.0841802649319254,2023,8,6,-0.9659258262890684,-0.2588190451025206,-0.8660254037844386,0.8660254037844387,-0.7818314824680299,1.0,9.953114196652134,7.969623985363616,10.99959428425799,Winter,No Holiday,Yes,Evening,Cold,1,1,0,1,1,0,1,0,1,0,1,60
